sender,no_reacts,text,label
$USER1745,1,"AUR A TRADAT, NU SUSTINE PACEA !",OTHER
$USER2850,0,Pe voi ar trebui sa va vacineze de 10 ori pote va reveniti din prostie,INSULT
$USER0470,0,Baaaaaa e ceva ce nu știți????,OTHER
$USER1197,1,Dații lui iohanis vernar arma în mină sa fie primul care a trebuit să facă instrucție și să lupte.,OTHER
$USER1088,0,Felicitări mult succes!!!,OTHER
$USER1197,0,Dute la culcare jegos împuțit o sa ți fut familia în gura,ABUSE
$USER0992,0,NEUTRALITATE !!!,OTHER
$USER1393,0,Asta de unde ii ca tot uit,OTHER
$USER1428,0,Atitudinea de răzbunare la adresa rușilor nu ne aduce nici un beneficiu,OTHER
$USER1450,0,Putin Nu vrea .. noua Ordine Bravo lui...!,OTHER
$USER1461,2,Domnule Terhes deja ai început să ne descurajezi.pierdem încrederea.,OTHER
$USER3418,0,MARS CURVA RUSOFILA. SICTIR LA MUNCA. PARAZIT SI SKUGA PUTINISTA. ARESTAT SI ANGHETAT PT TRADARE DE NEAM SI TARA.,ABUSE
$USER0692,2,Dar c'è bravi cind a omorita americani oameni nu au fost criminali?,OTHER
$USER0777,0,"Mult respect ,doamna!",OTHER
$USER0365,0,"Politicienii din România care vor război,sa isi de-a demisia din funcții și sa meargă în Ucraina și sa lupte...",OTHER
$USER0563,0,Trebuie sa înțelegem ca se schimba alimentația cancerigena Cumva ori se consuma ori se aruncă,OTHER
$USER0943,0,Dictatura sub orice forma revine mai rău ca pe timpuri!,OTHER
$USER0396,0,Ce ne mai cer acum americanii?Vad ca am ajuns foarte importanți!!,OTHER
$USER0500,0,"Ce comentarii, să ne ferească Dumnezeu de inteligența pe care n-o aveți.",OTHER
$USER0763,0,Vin și mor cu ei în față ... Klaus ... Catu ... Orban ...barna...nasui ...tot usr ... PNL....și eu în urma lor ghidaj,OTHER
$USER0270,0,"UCRAINA VREA PACE CU RUSIA, VOI CE FACETI VRETI SA NE BAGATI IN RAZBOI, ATENTIECMARE OAMENI BUNI.",OTHER
$USER1139,0,Pe Diana Iovanovici Șoșoacă- Oficial președinte,OTHER
$USER3659,0,Poliția rusească și jandarmeria rusească este în România pustule morții în gură luptăm până la sânge Iași băgat un război futut vor rasa în gură,ABUSE
$USER1736,0,NATO a omorat o gramada de oameni si distrus o gramada de tari. Sa plece la ei in tara.,OTHER
$USER1717,0,IESITI IN STRADA DRAGI BUCURESTENI CA NENOROCITII NE TRIMIT COPII LA RAZBOI,INSULT
$USER1748,0,Bravo Doamna Diana,OTHER
$USER0803,1,Frashëri Justice Da-te-n kkt!,INSULT
$USER2108,2,Ia uite ce e aici o gramada de lingai a lui Lazarius,INSULT
$USER0421,0,Bună seara Lazarus,OTHER
$USER1428,0,Corneliu Anton eșuați sunt cei care conduc România! Nu România!,ABUSE
$USER1326,1,Satana vrea să ne omoare pe toti,PROFANITY
$USER1332,0,Stima si respect pentru dvs domnilor Terhes si Lazarus,OTHER
$USER1766,0,"PACE,PACE PACE...",OTHER
$USER0965,0,Ce este cu recensamăntul?,OTHER
$USER2398,0,Mi-e scarba de asa romani,ABUSE
$USER1709,1,Felicitări si sănătate să aveți să vă bucurați si sa ne.bucurăm de copii,OTHER
$USER1486,0,Domnul Terhes este un politician de dat ca exemplu.,OTHER
$USER0410,0,Cît...mănînci sau te au platit din nou,OTHER
$USER1349,3,Terhes și-a mâncat cinstea ...chiar nu voi viziona această emisiune.,OTHER
$USER0638,0,"Pune si tu steagul Romaniei la poza de profil , de vrei sa fi bagat in seama !",OTHER
$USER2909,0,"Barancea Mariana Alexandr daca esti proasta de mica ,cand esti mare doar te joci...",INSULT
$USER1857,0,"De ce nu ieșiți mai mulți, vreți să vă ia copii?? Sunteți spălați pe creier, ce aveți oameni buni, nu mai judecați limpede??",OTHER
$USER0117,0,"Terhes o este de al celorlalti , adicā este parte din sistemul de care ar trebui sā scāpām,",OTHER
$USER1745,0,JOS IOHANNIS !!! JOS GUVERNUL MAFIOT !!!,OTHER
$USER0354,0,"Asa vor proceda si cand va aparea Antihrist...chiar mai rău ... o sa ii linga picioarele, slugile nenorocite",ABUSE
$USER0187,0,În wuhan sunt sponsorizări cu fonduri federale,OTHER
$USER0745,0,Andrei-andrei Ionescu Are dreptate în tot ceea ce spune! Sunten niște viermi!,ABUSE
$USER2973,0,"Prostu e chiar el,multi sunt meniti sa dispara",INSULT
$USER1163,1,"Păi scăpa acuma cu războiul. Că cu pandemia, minciuni, nu au omorât cât trebiua.",OTHER
$USER0376,0,In mortiimati ucraina nu are presedinte?,ABUSE
$USER0732,0,Domnul sa-i binecuvinteze,OTHER
$USER1050,0,Unde ai lucrat ?,OTHER
$USER0343,0,Da cine o mananca de este atata lume in jurul ei,OTHER
$USER0481,0,Ce vreme de razboi tampitilor,INSULT
$USER3793,0,jos arahatul...și gașca lor care vrea cenzura și politie on-line.. vor legea martiala...jos cu trădătorii,INSULT
$USER1019,0,SA VA DAU MUIE SI TIE SI LUI SOSOACA..DETALII IN PRIVAT LA DN TUTURICA,ABUSE
$USER1754,0,Dupa ce punem mana pe arme nici nu avem treaba cu rusii asa vom face,OTHER
$USER1628,1,"La multi ani ! Doamna Senator Diana numai uniti vom avea Pace! ,,Pacea de la Bucuresti!"" Ce trebuie sa raspîndeasca in toata lumea ,sa fim exemplu in lume! Va iubim si va respectam !",OTHER
$USER2011,0,Impuscati=va amandoi și muista aia de reporterita habar nu are ce cauta acolo,ABUSE
$USER0408,0,Sa intamplat cu mult timp in urma...Ai inteles?,OTHER
$USER0283,0,Dar cât sta aia sa iasă din avion..s a cacat cumva,PROFANITY
$USER2716,3,Eu nu am copii de dat in razboi sa se ducă Iohanis cu șobolanii lui,INSULT
$USER0120,0,AZOV - niște criminali care au ucis chiar și ucraineni pe lângă foarte mulți tineri și copii rusi !!,OTHER
$USER0608,0,stai cuminte ... nu te impusca nici un rus,OTHER
$USER0905,0,Mai i zilelor Nimic despre Ro,OTHER
$USER0684,0,"Dle Lazarus ... proastă inspirație ați avut invitind -ul pe dl.Neamtu ,... dacă ați fost obligat...e de înțeles.",OTHER
$USER0817,0,Din păcate suntem foarte rai uni cu alti Dumnezeu ne arată as că trebuie să nu ne mai mâncăm între noi cosa fie și mai rău,OTHER
$USER1811,0,dar cine vrea război?,OTHER
$USER0217,0,"Alo, Putin unde sti?))",OTHER
$USER3072,0,"Panarama asta Coarna ,inainte sau chiar dupa ...a intra in Cuima Rosie ...nu spunea asta cu cu 15miliarde platite si de psd ,jegule acum ai glas",PROFANITY
$USER1275,0,"Si ce vreți sa facem , sa stam in genunchi înaintea teroristului de PUTIN , trebuie izolați si dezarmați clanul dictatorului !!!",OTHER
$USER1314,0,"Asteptam cealalta stare de alerta de razboi,ca tot nea obisnuit cu teroarea !!!!!!",OTHER
$USER0859,0,Da foarte adevărat iei să se ducă Dracu să lupte la razboi este al lor nu este al nostru,ABUSE
$USER0454,6,"Actorul isi joaca bine rolul isi omoara oamenii iar bogatii tineri trec granitele, Esti mai mare terorist decat Putin, Zelensly.",OTHER
$USER1209,0,Bunasaradelasocolaiasi,OTHER
$USER1386,0,"Dl.Terhes , vorba multa ...saracia omului ! Lasati-ne cu aburelile !",OTHER
$USER1790,0,Rupe i pe toți. Diana,OTHER
$USER1975,0,Gunoiul de Iohanis sa mearga cu claca lui sa se lupte cu Ruşii.,ABUSE
$USER0236,0,Invitat securistul Diaconescu,ABUSE
$USER1459,0,"Vor să ne distrugă ,mai ales americanii și evreii",OTHER
$USER0523,0,Voi traiti intr-o lume paralela cu noi...niste lingái...,INSULT
$USER0894,1,"Ba voi nu vă dați seama ce vreți să faceți eu va zic un lucru toți se vor întoarce cu armele în potriva voastră ,",OTHER
$USER0697,0,Băsescu recomanda gaz lichefiat,OTHER
$USER0539,0,Cât extaz... și ipocrizie!,OTHER
$USER0120,0,",, În contextul în care Putin este un criminal, toți președinții americani de pana acum sunt criminali !! "" Cozmin Gușă",OTHER
$USER0084,2,TERHES NE CREDE PROȘTI,OTHER
$USER1580,0,La multi ani fericiti tuturor mamelor din lume !,OTHER
$USER1791,0,Rușine celor care părăsește țara noastră acum !!,OTHER
$USER1507,0,Americani ne-a distrut tara ce vb,OTHER
$USER3236,1,Ati facut la bani cu grămadă de pe urma noastră a proștilor care se uita la voi cat puteti sa mințiți.,INSULT
$USER0444,0,Plecați naibii de aici javrelor si pupincuriștii!,ABUSE
$USER2842,2,"Ai dracu troli,da raport la comentarii..nu le place când le răspunzi.",ABUSE
$USER1712,3,JOS JOHANIS TRĂDĂTOR DEMISIA CRIMINAL NENOROCIT,INSULT
$USER1653,0,Respect magistrat Angelo Giorgiani..,OTHER
$USER2950,0,Paul Dumitru muie,ABUSE
$USER0728,2,"VA LASA FARA SEMNAL, N AM AUZIT NIMIC DIN CE A ZIS MOTOC",OTHER
$USER1302,1,România este în metastaza,OTHER
$USER1484,0,A ars agazinul PROSPER CENTER din 13 septembrie.,OTHER
$USER0359,0,Jigodii sataniste,ABUSE
$USER1888,0,Ai să fii borbandat stai fara grijă......,OTHER
$USER0223,3,"Să meargă jandarmi la război,că știu să de-a cu spray, ei au inimă de draci in ei,că băteau și bătrâni",ABUSE
$USER0530,2,Turistul vrea razboi cu Putin,OTHER
$USER2601,2,Ciutacu ai ajuns la fel ca Gadea! Javra!,ABUSE
$USER1802,0,Pace și neutralitate!,OTHER
$USER0230,4,DACA AR VENI IISUS HRISTOS LATI MAI RASTIGNI O DATA NU LATI PROTEJA CE PE AMERICANCA,OTHER
$USER3175,0,luării pe acel gunoi ce morti lui vre sa o puna uniu popor român dările de o parte,ABUSE
$USER1359,0,Doamne ai mila Isuse,OTHER
$USER3557,0,Mai taci dracu din gura bolsevicule,PROFANITY
$USER0986,0,"Doamne ferește să vedem o așa javră să fie la putere, Jigodia Câţu eu vin și-l distrug pe fraier........",ABUSE
$USER1520,0,"Cine îşi iubeşte tara luptă pentru apărarea ei, dle Lazarus...eu de exemplu aş veni cu borcanele de murături...",OTHER
$USER2345,0,Uni sunt nebuni și ai noștri cei mai prosti,INSULT
$USER1657,0,"NEUTRALITATE ȘI PACE,Doamne-ajută!",OTHER
$USER0322,0,Carne de tun o sa fim,OTHER
$USER3761,0,Jandarmii și polițiștii sunt cainii cu botnita care apară hoții și penalii din guvern,INSULT
$USER0613,0,"ce filozof e Neamțu ăsta, a descoperit apa caldă...",OTHER
$USER0789,0,Ce fată de proasta are reportera asta.,INSULT
$USER2419,0,Nu acept să hrănească sataniști cu sînge uman închideți porțile romîniei și mîna cărbuni păduri munca obligatoriu pentru Romania și fără clanuri mafiote,ABUSE
$USER4160,0,Români sunt proști înțelege..sunt puțini cu coi...in pantaloni,INSULT
$USER1373,0,HEIIIIII TU TE AUZI CE VORBESTI ?,OTHER
$USER1995,4,"Taci dracului de lătrau putinist .destabilizator și instigator .Idiotul care știe tot și în fond nimic .Ai găsiț-o pe Elodia ,bai știe tot .",ABUSE
$USER0649,0,"Arunc tv și închid netul. Nu e stress pentru mine. Am sute de cărți de citit , va fi mai greu pentru alții.",OTHER
$USER1345,0,"Face jocul americanilor.totul vine de acolo.curva nu vrea să se afle adevărul,nu are niciun interes pt.oameni.dinfericire și ea va muri ca alții",OTHER
$USER1637,1,Mai inteligentule ce cauți tu aici cu proști care își iubesc țara și poporul ! Marș pe pagina trădătorilor de țară și popor .,INSULT
$USER1394,0,Să nu-l mai înveți pe prostul de TERHEȘ,INSULT
$USER1018,0,"Ma doare capu de toate , si eusunt scirbita de tot ce vad ,si inteleg ,pentru ca giindesc ,nu le iau cum mi se servesc.",OTHER
$USER0629,0,"DOMNULE NEMTUUUU DATINE O DOVADA PALPABILA , APROPO MAI GINDITIVA .",OTHER
$USER0419,0,"Sa nu apucati ziua de maine... Spurcacini ,tradatori... Mania lui Dumnezeu asupra VOASTRA. Trasni-v-ar Dumnezeu de corupti...tradatori.",ABUSE
$USER0200,3,România nu are un dialog nici cu UE. Ci doar de cedare în fața UE.,OTHER
$USER0105,1,E clar ca e trimis la comandă de șefii lor,OTHER
$USER3084,0,Nu mai lătrați ne-am lămurit,INSULT
$USER0465,0,Cu asta rămâne cu ce ați văzut,OTHER
$USER0565,2,LA MULTI ANI PORCILOR DIN PARLAMENT,INSULT
$USER2813,3,Ciucă a facut școla de pupat în cur,INSULT
$USER0333,0,A venit curva asta sa ne bage în război pisasar toată România pe ea,ABUSE
$USER1421,0,STIMA SI RESPECT MAXIM LAZARIUS SINGURUL OM CARE DA CARTILE PE FATA .RESPECT MAXIM .,OTHER
$USER0739,0,Seaman a cu Iohanes!,OTHER
$USER0550,0,MĂ VOI de 32 de ANI ați vândut TOT din România Chear tot,OTHER
$USER0316,0,Du-te dracu de gloaba!!! Si americani tai rad de tine!!!!,ABUSE
$USER0010,0,"Ai și facultate, georgică?",OTHER
$USER1272,0,"Mai gangavica , cand faci si tu o emisiune bazata pe adevaruri ,pe fapte bune si de folos poporului ///?!",OTHER
$USER0342,1,Trebuie trimis pachet,OTHER
$USER0427,0,"Dacă asta a venit,atunci va fi un dezastru,ca bine nu o să fie....sa audă Putin ca a venit asta,o sa se înfurie",OTHER
$USER0203,6,Huooooo ! Lingăilor !,INSULT
$USER1442,0,Bolovanul dacă Ucraina nu avea arme la ora actuala nu fugea nimeni din tara și nici nu murau atât de mulți oameni Voi ne îndemnați sa cumpărăm arme sa putem muri cât mai repede,OTHER
$USER1323,1,Marș proștilor ați rămas în urmă,INSULT
$USER0816,1,"domnule Ciolac roitiva de acolo din parlament ca voi nu sînteti de razboi ci de ciordit ,",OTHER
$USER2793,0,Ai sa iti iei pule in cur de la rusi javra ordinara,ABUSE
$USER0511,0,Toata tara in strada.,OTHER
$USER0097,2,"De cand am vazut filmuletul cu ce au pătimit acesti rusi din Ukraina in 2014, mi se face greață de acesti “eroi”, nu ma refer la refugiații femei si copii",OTHER
$USER1182,1,Ești on CRIZĂ din '89 DE LA LOVITURA DE STAT,OTHER
$USER0363,0,"Extrem de eportant, Este unul singur Dumnezeu!",OTHER
$USER0486,2,Ia mana de la inima .neamtule .....,OTHER
$USER0288,0,Secret service fa Romana nu iti mai place ? serviciile secrete nu iti mai place sa spui ?,OTHER
$USER1462,2,"Păi dacă ucrainienii raportează ca au ucis 9000 de ruși la care se adaugă cei 13000 din 2014 până azi,total 22000 ,atunci cine poate fi numit criminal de război?",OTHER
$USER0489,0,"import, import dar la ce sume de bani, si de unde sa mai dea tara cu datoriile imense facute de Catu",OTHER
$USER0803,0,"Maria Urszenyi Du-te tu in armsta,ca nu o sa ne omoare copiii nostri pt niste nemernici care ne-au furst teritorii si ne-au oprimat comunitatea romana",INSULT
$USER0526,1,Ba oameni buni era pregătit tot Oculta mondiala asta vrea,OTHER
$USER0491,2,Trădători amândoi!,OTHER
$USER1463,0,Santeti niște baeti cemai distepti vadoresc succes din Buzău vasutin ok,OTHER
$USER1676,0,Stimata doamna Diana nu te teme cineva îi va veni de hac lui acest nemernic de Iohannis,INSULT
$USER0891,0,Ceva nu este în regulă acest război este clar că și Americanii și marile puteri au interese pt că dacă Nigeria ar ataca un stat vecin nimeni nu ar trimite bani și arme acestora,OTHER
$USER0251,0,HHHHUUUUOOOOOOOOOAAAAAAAAAAA !,OTHER
$USER1020,0,Stanescu Paul ok,OTHER
$USER1214,0,rog MAPN să-mi trimita ordinul în Belgia deoarece eu am părăsit România în urmă cu 17 ani .armă am și eu nu am nevoie de la MAPN!!,OTHER
$USER0467,3,"Du-te dreak,Chirieac!",ABUSE
$USER0589,0,"Esti un gunoi , nici ptr reciclare nu ai voloare",ABUSE
$USER1810,0,Dumnezeu să vă binecuvânteze și ocrotească și pe noi! Doamne ajuta!,OTHER
$USER0217,0,unde e arahat cu izoleta?))),INSULT
$USER1042,2,Domnule Simion va recenzați??? Participați la recensământ???,OTHER
$USER3833,0,Joha iesi afara si vorbește cu oamenii jegule raportează ce traba are România cu razboiu,ABUSE
$USER3452,0,Marș jurnaliștilor!!,INSULT
$USER0912,0,Mai lasatine dracu ca. Neati omorat,PROFANITY
$USER2390,0,"Cel mai mult mi-a placut asta cu : de la Marea Dracu- pina la Marea Lacu "" !!!!!",PROFANITY
$USER3932,0,"JOS HOTII DIN GUVERN SOBOLANII CARE NE MANANCA BANII,AIA DIN PARLAMENT ,CARE STAU LA CALDURICAAA",INSULT
$USER3891,0,Cata nesimtire sa siba jigodia asta lumea zbiara si el da amenda om nenorocit,ABUSE
$USER0528,0,rusine cacatilor,INSULT
$USER4116,0,Bravo foarte corect spui dar la proști nu le poți lămuri,INSULT
$USER1467,2,Ce tare în gură e imbecilul ăsta care se dă general,INSULT
$USER1133,0,Doamne ferește cum să votez așa ceva?,OTHER
$USER2219,0,Estimate in mareeree bou,INSULT
$USER1304,0,Prin ministru mai prost nu are toată planeta,INSULT
$USER0967,0,SCUTUL NU FUCTIONEAZA ASA CA NU ARE CIINE SA NE APERE!,OTHER
$USER0052,0,Stati in case fraierilor..ca pe voi va ia la ciuruit..nu pe noi....injuratio pe femeia asta ..care isi raceste gura degeaba....stati ..ca o sa aibe cine sa va planga..,INSULT
$USER1599,0,La multi ani tuturor femeilor si mameler,OTHER
$USER0743,0,Zelenski să facă pace săi dea cezarului cei al cezarului și sa restabilească pacea în lume .Atenție până la război vine valul 6 și să vedeți acolo război.,OTHER
$USER1341,0,Bună seara Domnule Lazarus,OTHER
$USER1721,3,Bruxelul este criminal,OTHER
$USER0812,3,"Mariana Popescu, pe tocuri",OTHER
$USER0484,0,Afara gunoaiele!!,ABUSE
$USER3743,0,Ești un bou nocturn,INSULT
$USER1445,0,Dați cărțile pe față că Ucraina are un tradator la fel cum al avem și noi,OTHER
$USER1376,0,"Si-a facut lectia pro America, Terhes...",OTHER
$USER0131,0,Si dl terhes le zice ca sunt patriotice!!!,OTHER
$USER0638,0,Le-a dat palma inapoi,OTHER
$USER0934,0,Mai du-te la dracu ca numa povești,ABUSE
$USER1693,0,Bravo felicitări f bine,OTHER
$USER2263,0,"Taran prost ce esti, tu cu cine tii ma boratura cu neonazistii de ucrainieni? Piei dracului de pe ecrane",ABUSE
$USER0307,0,Gata ba nea bagat reclama,OTHER
$USER0151,3,Ucraina e aparata de nazisti,ABUSE
$USER0428,0,Cat e zile sta curva AN Romania,ABUSE
$USER1719,0,Bravo Diana!!!!!,OTHER
$USER1740,1,"Respect, doamna Diana!!! LA MULȚI ANI!!! PRIMĂVARA FRUMOASA!!! BUNULE DUMNEZEU AI GRIJA DE ROMANI. AMIN.",OTHER
$USER0192,3,TERHESE IAR ABEREZI CU ALIANTA DEFENSIVA? NATO E CRIMINALUL PLANETEI..CE DREAQ NU INTELEGI? 183 DE STATE ATACATE DE EI.CINE IN ISSTORIA UMANITATII A MAI FACUT ASTA?,PROFANITY
$USER0827,0,Îndobitociți lumea de tot bai nene,OTHER
$USER1404,0,Terheșeteapreciam acum ești varză teai date față oameni buni s-au văzut nu te mai urmăresc te blochez mai bine cu Ruși decât cu sataniști globaliști .,ABUSE
$USER0689,0,Eu nu sunt oatriot cu toți romulanii.,OTHER
$USER2843,0,Esti tare în clanta! Și nu faci nimic dar ai salar de senatoare! Latră ca doar esti plătită!,INSULT
$USER0594,2,CEI CARE AU ÎMPINS TOT TIMPUL RUSIA LA RĂZBOAIE SUNT CEI CARE AU CONDUS CELE MAI MARI BĂNCI ALE LUMI,OTHER
$USER0626,0,Asa este va sustin !!!!!!!,OTHER
$USER0279,0,Am văzut semnalul dat de SUA şi NATO în magazine şi benzinării. Gunoaielor şi sclavi ai globaliştilor.,ABUSE
$USER0952,0,Şi MIG?Şi Puma?,OTHER
$USER0680,0,Nu-l auzim bine pe domnul Chitic,OTHER
$USER1490,0,Romania Neutra!,OTHER
$USER2946,0,"Europa e o mizerie,ne dictează bătrâni acestea ce sa facem, dar în concluzie ne meritam soarta ,ca nu iesim în stradă cu totii.",ABUSE
$USER1647,2,Ce prostii debitezi!!!!,OTHER
$USER1910,0,Acum nu mai este Covidu acum e razboiu,OTHER
$USER0432,0,Toti sunt pupin curisti.,INSULT
$USER0228,0,China poate dar SUA ni!,OTHER
$USER1883,2,MULȚUMIM DIN TOT SUFLETUL CELOR CARE SE ALĂTURĂ DOAMNEI DIANA PENTRU PACE ȘI SOLIDARITATE ÎMPOTRIVA UNUI GUVERN MINCINOS ȘI NENOROCIT CARE NE-A DISTRUS,OTHER
$USER0355,2,”Doamna ”fosta ”Domnul ” !!!,OTHER
$USER1122,0,Candidatul vostru e Codruta ?,OTHER
$USER1593,0,La multi ani de 8 martie !,OTHER
$USER0084,0,"AVEM TOPOARE IN CASĂ, VIAȚĂ PENTRU VIAȚĂ ȘI MOARTE PENTRU MOARTE, CE NU ÎNȚELEGEȚI",OTHER
$USER3175,0,"deblgati drumul gunoaielor, voi in ce țară trăiți alloo măruntele lui IOHANIS jadrmeri căni flămânzi",ABUSE
$USER2687,2,OARE CE CRIAZA VEDETI IN TARA SI DE CE ATI REDUS STAGIUL MILITAR CHIAR SUNTETI INCOMPETENTI NU MAI MANIPULATI POPORUL RUSINE CADRELOR MAPN MINTITI CUN TUPEU IPOCRIT,INSULT
$USER1045,0,George Simion presedinte Diana ministra justitie poate asa va merge justitia in Romania,OTHER
$USER1526,0,Si Putin a gandit asta de asta este razboi Urss,OTHER
$USER2221,0,Numai vorbe nu faceți nimeni nimic sunteți niște gunoaie vă lăsați cumpărați că sa vă păstrați ciolanul și postul de lucru,ABUSE
$USER1384,0,Bombardament la tapet! Nu e curtea lor si localitati si judete rase de pe pamant ! Mincati cacat,INSULT
$USER0080,0,VOTEZ PREȘEDINTELE ROMÂNIEI PE ȘOȘOACĂ FELICITĂRI,OTHER
$USER0215,3,Putin mai lipseste,OTHER
$USER4056,0,Snt lingăi lui iuhanis pupat in cur de trădătorii țării,INSULT
$USER0120,3,"Terhes crede că toți suntem prosti !!! Pentru cine să lupte romanii ?? Pentru Johanus, Arafat, Rafila, Câțu ???",OTHER
$USER1637,0,Sa vorbească ANGELO GEORGIANO ! SI DESPINA SPOIALĂ ! FELICITĂRI LOR PENTRU ORGANIZATIE PENTRU VIAȚĂ !,OTHER
$USER1793,1,Vrem neutralitate! Nu vrem razboi!,OTHER
$USER1710,0,"PUTIN să îi termine pe IOHANIS, CIUCĂ, CIOLACU SI CELOR LAȚI TRĂDĂTORI",OTHER
$USER0214,4,"Și Ucraina la fel de dușmană României, Dl. Terhes. Fiți obiectiv",OTHER
$USER0766,2,Madama care poartă 46 la pantof înainte a fost nene ???,OTHER
$USER1654,0,Felicitari!! Georgiani!!,OTHER
$USER1394,4,Luis nu mai baga în live pe prostul de TERHEȘ,INSULT
$USER0833,0,Vrem anticipate,OTHER
$USER1097,0,"Dar, se aude că ordinele vin din afară și autoritățile doar le execută.... dacă va fi un nou președinte v-a decide intern, fără ordine din afară ?",OTHER
$USER0587,0,Felicitări pentru emisiune!,OTHER
$USER0161,0,Inchideti si deschideti,OTHER
$USER0024,0,Mare RESPECT PENTRU TOT CEEA CE FACEȚI PENTRU ROMÂNIA.,OTHER
$USER0421,3,Eu l as alege pe Zelenski,OTHER
$USER0012,0,Simion are profesie de ciorditor sef! Tiganiada este in trend!,ABUSE
$USER0684,0,"Nu România a imprumutat !!!!!! ,.jegurile de criminali financiari prin care grăbesc moartea populației!!!!",ABUSE
$USER0321,0,Jegurile de americani finanțau două laboratoare biologice în Ucraina iar pt asta tot Putin este de vină,ABUSE
$USER2296,2,"Esti un idiot,aurist,sosoc,vrei sa te afirmi cu prostimea tarii!,",INSULT
$USER0115,0,Cred ca la rusi vaxul nu este obligatoriu.,OTHER
$USER0626,0,Diplome pe bani totul pe bani,OTHER
$USER1880,0,Si-a cerut scuze,OTHER
$USER0561,0,Buona serata oameni de omenie Respect din inima!,OTHER
$USER0027,2,"MOLDOVENII SINT PARSIVI , VOR DOAR AJUTOARE NU UNIREA !",INSULT
$USER0846,0,"Poate da cel de sus ,să îl termine cancerul. Are cancer în fază terminală. De asta nu-l mai interesează că se moare pe capete",ABUSE
$USER0729,0,Traiasca comunismul,OTHER
$USER1071,0,Multă putere aur,OTHER
$USER0365,0,Are un deget în fund,OTHER
$USER1702,1,Bravo Diana! Si eu in calitate de mama nu permit nimanui sa se atinga de copilul meu,OTHER
$USER1490,0,"Buna seara domnul Lazarus, ne-au jupuiat si pielea de pe noi, de prosti ce suntem!",INSULT
$USER3517,0,Jos cu Nenorociți,INSULT
$USER0940,0,Nu distribuiți că nu merită,OTHER
$USER1805,0,De ce Aur nu vi se alătură??,OTHER
$USER0671,0,Sa îți iei masca Neamtule daca ieși afară cu familia mati,ABUSE
$USER1241,0,Ce visări aveți nebunilor .. duceți vă dracu voi la război handicapaților.,ABUSE
$USER0254,1,SICTIR SATANELOR,ABUSE
$USER0436,0,"Suntem intr o piesa de teatru,foarte prost regizata.Rolurile principale sunt prea slabi si vânduți asa ca ,finalul este al altora,noi nu intram in scena.Din păcate!!",OTHER
$USER1730,0,DOAMNA SOSOACA NU ANTELEG ASTIA CARE CONDUC ROMANIA TREBUIE SCOSI AFARA CU FORTA SI PRELUATI DUMNEAVOASTRA PUTEREAAAA REVOLUTIEEE,OTHER
$USER0282,0,Americani ne trebuie..,OTHER
$USER2257,0,Iti explica Iosefina care e treaba cu nazistii din Ucraina cu documente,ABUSE
$USER2601,3,Ciutacu ai ajuns o javra care manipuleaza la fel ca toata presa de KKT,ABUSE
$USER1522,0,"DOMNULE CRISTIAN TERHEȘ ; spune Domnule cum ai vrut să-i iei funcția Doamnei Senator Diana Ivanovici Șoșoacă, din funcția de Vicepreședinte al Organizației Mondiale pentru Viață !",OTHER
$USER0422,0,La putin nu mergi sa ai faci un oral sa sugi putin nucleară,ABUSE
$USER0867,0,Bai ești un prost,INSULT
$USER0066,0,Stefan Asavinei singurul communist tu esti,ABUSE
$USER1226,0,"Nu ne bagati in razboi,nui razboiul nostru ,vrem pace in Romamia .",OTHER
$USER0698,0,Domnul Neamtu este un om foarte bine pregatiti!,OTHER
$USER0064,2,Sănătate d-na Diana și putere să vă de-a Dumnezeu să faceți tot ce va-ți propus! Doamne ajută! Vă iubim!,OTHER
$USER0638,0,Iar ai dato in ani 40 ??? Povestestene de la 89 mai aproape,OTHER
$USER2426,0,Hai sictir fa scarba,ABUSE
$USER0223,0,Este o curvă cu două fețe și Luis Lazarus Să apere cât nu mai poate,ABUSE
$USER1514,3,Terhes dacă intradevar ai fost investit popă fa-ti datoria altfel stii ce te asteapta bănuiesc nu poti sluji la doi domni ori cu dumnezeu ori cu Mamona!,OTHER
$USER0217,0,anunta numai minciu ni- vezi declaratiile dulapului si arahat - si prin spate ne executau cu amenzi,INSULT
$USER1252,0,Baaaa voi ați înnebunit cu toții?voi nici nu ar trebui să pomeniți despre război? De ce Germania nu vorbește despre acest război?,OTHER
$USER1317,2,AUR a schimbat macazul !!!,OTHER
$USER1386,2,"Zelensky e un prost , un papagal ! El si a omorat propriul popor !",INSULT
$USER4249,0,Mars tu crizato,INSULT
$USER1541,0,"Marcela Caba Stai bine , vine francezul ( alt tiran )",OTHER
$USER1467,0,Posibil Putin să facă parte din planul jegos al globaliștilor.,OTHER
$USER1253,1,Nenorociti ce sunteti toti din parlament,INSULT
$USER1744,0,Dacă familia lui Iohannis copiii lui Iohannis priministru formează și și apă rece,OTHER
$USER0567,0,Sere agricole m-ai sunat în țară,OTHER
$USER0321,1,Sclavul PSD-ului Gabriel zetea,OTHER
$USER0775,0,Alina Macsim de ce,OTHER
$USER1285,1,"Zelenski a izgonit populatia din tara cu razboiul iar profesorul analfabet Dancu cu frica de razboi ,dictatura militara foamete si frig!",INSULT
$USER1907,0,"Vai de mama lor de președinte nenorocit și acest PRIM-MINISTRU ,acești dușmani ai poporului trebuie linșați și la pușcărie cu ei .",INSULT
